"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-02",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-05",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-06",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-07",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-08",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-09",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-10",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2018-11",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2019-04",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2019-05",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2019-06",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2019-07",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2019-08",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2019-11",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-01",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-02",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-03",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-04",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-05",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-06",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-07",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-08",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-10",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-11",,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2020-12",,,,,,,
"US1NYNS0014","LYNBROOK 0.3 NW, NY US","2018-01",,,,,,,
"US1NYNS0014","LYNBROOK 0.3 NW, NY US","2018-02",,,,,,,
"US1NYNS0014","LYNBROOK 0.3 NW, NY US","2018-08",,,,,,,
"US1NYNS0014","LYNBROOK 0.3 NW, NY US","2018-09",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01","0","4","64","2693","31.0","39.5","22.5"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02","3","14","80","3355","41.4","50.0","32.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-03","3","27","62","4118","40.4","47.5","33.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-04","9","31","84","4592","49.4","58.1","40.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-05","128","44","94","4653","66.9","76.1","57.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-06","350","52","96","4663","72.1","81.5","62.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-07","759","60","98","0","78.2","87.0","69.4"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-08","1198","63","96","0","79.2","87.0","71.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09","1415","53","98","26","71.4","77.8","64.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10","1470","34","82","318","57.4","65.0","49.8"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11","1474","13","73","959","43.8","50.6","36.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12","1474","23","61","1752","39.4","45.9","32.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01","0","2","59","2778","31.9","39.5","24.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02","0","10","68","3589","36.0","43.5","28.5"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-03","0","15","77","4335","41.0","48.8","33.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-04","14","32","80","4637","55.4","64.1","46.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-05","81","43","90","4749","63.6","72.0","55.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-06","317","52","93","4753","72.7","81.3","64.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-07","801","66","99","0","80.6","89.5","71.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-08","1149","59","94","0","76.2","84.1","68.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-09","1330","49","93","8","70.8","80.0","61.5"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-10","1364","40","96","184","60.4","67.9","52.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-11","1364","22","62","848","42.9","51.1","34.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-12","1364","16","58","1697","37.6","44.1","31.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-01","0","20","70","2510","38.7","46.2","31.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-02","0","12","62","3234","40.0","47.5","32.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-03","0","24","80","3764","47.9","56.0","39.8"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-04","0","32","69","4206","50.3","58.5","42.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-05","49","34","86","4384","60.8","70.4","51.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-06","334","51","93","4388","74.4","84.1","64.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-07","826","67","96","0","80.9","89.3","72.4"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-08","1219","61","94","0","77.7","86.0","69.4"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-09","1384","45","89","41","69.1","77.6","60.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-10","1391","32","79","261","58.1","65.9","50.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-11","1393","26","77","668","51.5","61.2","41.8"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2020-12","1393","16","62","1502","38.1","45.4","30.8"
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-01",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-02",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-03",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-04",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-05",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-06",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-07",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-08",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-09",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-10",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-11",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2018-12",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-01",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-02",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-03",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-04",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-05",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-06",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-07",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-08",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-10",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-11",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2019-12",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-01",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-02",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-03",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-04",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-05",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-06",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-07",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-08",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-09",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-10",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-11",,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","2020-12",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01","0","6","60","2528","31.5","38.3","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02","0","17","79","3159","42.5","50.1","34.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03","0","29","60","3909","40.8","46.5","35.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04","6","32","82","4383","49.4","56.5","42.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05","138","50","93","4440","67.4","76.3","58.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06","385","52","96","4449","72.9","80.8","65.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07","845","64","97","0","79.8","87.1","72.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08","1340","68","98","0","81.0","87.7","74.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09","1583","57","96","8","72.8","78.3","67.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10","1660","42","82","245","59.8","65.7","54.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11","1661","17","71","827","45.6","50.8","40.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12","1661","26","62","1586","40.5","45.6","35.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-01","0","3","60","2571","33.2","39.6","26.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-02","0","12","65","3387","35.9","42.2","29.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-03","0","19","72","4124","41.2","48.0","34.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-04","2","33","79","4451","54.2","61.7","46.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-05","57","42","89","4599","62.0","69.3","54.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-06","295","57","94","4604","72.8","80.4","65.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-07","808","67","100","0","81.5","89.5","73.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-08","1199","61","93","0","77.6","84.6","70.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-09","1415","54","91","4","72.1","79.2","64.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-10","1443","46","95","161","60.9","67.1","54.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-11","1443","24","67","772","44.6","51.0","38.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-12","1443","18","58","1581","38.9","44.0","33.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-01","0","20","67","2389","38.9","44.6","33.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-02","0","15","61","3117","39.9","46.1","33.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-03","0","26","78","3639","48.1","54.8","41.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-04","0","38","69","4072","50.6","57.3","43.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-05","44","36","86","4248","60.8","69.2","52.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-06","373","54","93","4250","75.9","84.0","67.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-07","927","68","97","0","82.8","90.5","75.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-08","1382","67","95","0","79.7","86.2","73.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-09","1589","51","89","25","71.1","77.3","64.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-10","1606","35","77","199","59.9","65.7","54.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-11","1611","33","78","525","54.3","61.4","47.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2020-12","1611","24","63","1271","40.9","46.5","35.3"
"USC00308577","SYOSSET, NY US","2018-01","0","3","58",,"28.6","36.1","21.1"
"USC00308577","SYOSSET, NY US","2018-02","0","13","72",,"36.3","45.5","27.0"
"USC00308577","SYOSSET, NY US","2018-04",,,,,,,
"USC00308577","SYOSSET, NY US","2018-05",,,,,,,
"USC00308577","SYOSSET, NY US","2018-06",,,,,,,
"USC00308577","SYOSSET, NY US","2018-07",,,,,,,
"USC00308577","SYOSSET, NY US","2018-08",,,,,,,
"USC00308577","SYOSSET, NY US","2018-09",,,,,,,
"USC00308577","SYOSSET, NY US","2018-10",,,,,,,
"USC00308577","SYOSSET, NY US","2018-11",,,,,,,
"USC00308577","SYOSSET, NY US","2018-12",,,,,,,
"USC00308577","SYOSSET, NY US","2019-01",,,,,,,
"USC00308577","SYOSSET, NY US","2019-02",,,,,,,
"USC00308577","SYOSSET, NY US","2019-03",,,,,,,
"USC00308577","SYOSSET, NY US","2019-04",,,,,,,
"USC00308577","SYOSSET, NY US","2019-05",,,,,,,
"USC00308577","SYOSSET, NY US","2019-06",,,,,,,
"USC00308577","SYOSSET, NY US","2019-07",,"61","96","0","76.6","85.9","67.3"
"USC00308577","SYOSSET, NY US","2019-08",,"53","88","5","72.0","80.2","63.7"
"USC00308577","SYOSSET, NY US","2019-09",,"43","82","52","65.7","74.6","56.8"
"USC00308577","SYOSSET, NY US","2019-10",,"36","90","324","56.1","65.0","47.3"
"USC00308577","SYOSSET, NY US","2019-11",,"20","68","1043","41.0","49.9","32.2"
"USC00308577","SYOSSET, NY US","2019-12",,"15","57","1966","35.2","42.6","27.8"
"USC00308577","SYOSSET, NY US","2020-01","0","14","66","2853","36.4","44.8","28.0"
"USC00308577","SYOSSET, NY US","2020-02","0","11","59","3671","36.8","44.2","29.4"
"USC00308577","SYOSSET, NY US","2020-03","0","23","72","4315","43.5","51.8","35.2"
"USC00308577","SYOSSET, NY US","2020-04","0","31","64","4873","46.4","53.6","39.1"
